,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
"910,2,2011,fatal,SA,-34.71666666666667,135.15,island,Unknown,provoked,2,diving,""['catch', 'Nearby shark/s']"",possibly 2 sharks bit victim,['unrecovered_body'],Unknown,M,50.0,unknown if shark shield was turned on,1800.0,media outlet,white shark (Carcharodon carcharias)"
911,2,2011,injured,WA,-21.95,114.11666666666666,coastal,1.8,unprovoked,1,snorkeling,['snorkelling'],bit victim on arm,['arm'],minor lacerations,M,58.0,Unknown,1645.0,media outlet,whaler shark (Carcharhinidae)
"912,3,2011,injured,NSW,-32.733333333333334,152.18333333333334,coastal,3.0,unprovoked,1,boarding,""['boating', 'boarding']"",bit victim on head,""['shoulder', 'head']"",major lacerations,F,Unknown,Unknown,1300.0,media outlet,white shark (Carcharodon carcharias)"
"913,3,2011,injured,NSW,-31.8464,152.7489,coastal,3.0,unprovoked,1,boarding,""['boarding', 'baitfish']"",bit surfboard,['arm'],major lacerations,M,48.0,Unknown,1845.0,media outlet,bull shark (Carcharodon carcharias)"
914,4,2011,injured,WA,-24.483333333333334,113.4,coastal,1.8,provoked,1,fishing,['cleaning'],bit victim on foot,['foot'],major lacerations,M,17.0,Unknown,1500.0,media outlet,whaler shark (Carcharhinidae)
"915,5,2011,injured,NSW,-32.45,152.53333333333333,coastal,1.0,provoked,1,diving,""['baitfish', 'Nearby turtle/s', 'Nearby  shark/s']"",bit leg - thigh,['thigh'],other: teeth marks,F,Unknown,Unknown,Unknown,witness account,wobbegong (Orectolobidae)"
916,8,2011,fatal,QLD,-18.716666666666665,146.56666666666666,coastal,Unknown,unprovoked,Unknown,swimming,[],Unknown,['torso'],major lacerations,M,50.0,Unknown,1930.0,media outlet,tiger shark (Galeocerdo cuvier)
"917,9,2011,fatal,WA,-33.53333333333333,115.03333333333333,coastal,4.5,unprovoked,1,boarding,""['boarding', 'Nearby dolphins', 'Nearby  seals']"",bit both legs,['leg'],major lacerations,M,21.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
918,10,2011,fatal,WA,-32.0,115.45,island,3.0,unprovoked,1,diving,['boating'],Unknown,[],major lacerations,M,32.0,Unknown,1330.0,media outlet,white shark (Carcharodon carcharias)
919,10,2011,uninjured,VIC,-37.88333333333333,144.98333333333332,coastal,1.0,provoked,1,diving,[],bit wetsuit leg,['uninjured'],Unknown,M,49.0,Unknown,1600.0,media outlet,port jackson shark (Heterodontus portusjacksoni)
920,10,2011,fatal,WA,-31.983333333333334,115.75,coastal,3.0,unprovoked,1,swimming,['swimming'],Unknown,[],Unknown,M,Unknown,Unknown,800.0,media outlet,white shark (Carcharodon carcharias)
921,11,2011,injured,QLD,-26.466666666666665,153.08333333333334,island,1.0,provoked,1,swimming,['Nearby Dog'],bit victim on foot,['foot'],other: teeth marks,M,10.0,Unknown,1700.0,media outlet,wobbegong (Orectolobidae)
"922,12,2011,injured,NSW,-28.7,153.6,coastal,Unknown,unprovoked,1,boarding,""['boarding', 'baitfish']"",bumped surfboard,""['shoulder', 'torso']"",surface wound,M,63.0,Unknown,600.0,media outlet,white shark (Carcharodon carcharias)"
923,12,2011,injured,NSW,-33.93333333333333,151.25,coastal,Unknown,provoked,1,boarding,['boarding'],bit victim on leg,['foot'],minor lacerations,M,14.0,kicked at shark,1930.0,government report,wobbegong (Orectolobidae)
"924,12,2011,injured,NSW,-29.483333333333334,153.35,coastal,2.5,unprovoked,1,boarding,""['boarding', 'baitfish']"",bit victim & board,['thigh'],minor lacerations,M,50.0,Unknown,600.0,media outlet,white shark (Carcharodon carcharias)"
925,1,2012,injured,NSW,-33.45,151.43333333333334,coastal,2.2,unprovoked,1,boarding,['baitfish'],bit arm & board while resting,['arm'],minor lacerations,M,28.0,Unknown,1945.0,media outlet,white shark (Carcharodon carcharias)
"926,1,2012,uninjured,NSW,-28.166666666666668,153.55,deep_coast,3.5,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bumped into divers back,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"927,1,2012,injured,NSW,-33.0,151.71666666666667,coastal,2.6,unprovoked,1,boarding,""['boarding', 'baitfish']"",bit board & victim,['thigh'],major lacerations,M,44.0,Unknown,1640.0,media outlet,white shark (Carcharodon carcharias)"
928,1,2012,injured,WA,-23.133333333333333,113.76666666666667,coastal,3.0,unprovoked,1,snorkeling,['snorkelling'],bit victim on arm,['arm'],minor lacerations,M,26.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
929,2,2012,uninjured,NSW,-31.983333333333334,152.56666666666666,coastal,Unknown,unprovoked,1,boarding,[],bit board,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,government report,white shark (Carcharodon carcharias)
"930,2,2012,injured,NSW,-32.6,152.31666666666666,island,Unknown,provoked,1,fishing,""['catch', 'baitfish']"",bit foot,['foot'],other: teeth marks,M,Unknown,Unknown,1600.0,government report,wobbegong (Orectolobidae)"
931,2,2012,uninjured,QLD,-26.75,153.13333333333333,coastal,Unknown,unprovoked,1,boarding,['boarding'],bumped board,['uninjured'],Unknown,M,29.0,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)
"932,3,2012,injured,QLD,-28.05,153.43333333333334,coastal,Unknown,provoked,1,boarding,""['boarding', 'baitfish']"",bit foot,['foot'],minor lacerations,M,20.0,Unknown,1710.0,media outlet,bull shark (Carcharhinus leucas)"
933,3,2012,uninjured,NSW,-33.55,151.31666666666666,coastal,Unknown,unprovoked,1,boating,[],Unknown,['uninjured'],Unknown,M,52.0,Unknown,Unknown,government report,Unknown
934,3,2012,fatal,WA,-33.46666666666667,115.51666666666667,coastal,4.0,unprovoked,1,diving,[],bit torso,['torso'],major lacerations,M,32.0,brother stabbed shark,930.0,media outlet,white shark (Carcharodon carcharias)
935,4,2012,injured,SA,-35.18333333,136.85,coastal,6.0,unprovoked,1,boating,[],bit kayak,['thigh'],other: teeth marks,M,27.0,swam away from kayak,Unknown,media outlet,white shark (Carcharodon carcharias)
"936,5,2012,injured,NSW,-32.21666666666667,152.6,ocean,1.8,provoked,1,diving,['baitfish'],bit hand,""['arm', 'hand']"",minor lacerations,M,57.0,pulled hand from sharks mouth,1030.0,ASAF questionnaire,wobbegong (Orectolobidae)"
937,5,2012,uninjured,NSW,-33.0,151.7,coastal,2.0,unprovoked,1,boating,[],bit kayak hull,['uninjured'],Unknown,M,30.0,Unknown,1430.0,media outlet,white shark (Carcharodon carcharias)
938,6,2012,injured,VIC,-38.61666666666667,142.98333333333332,coastal,1.5,unprovoked,1,boarding,['boarding'],bit leg,['leg'],minor lacerations,M,42.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
939,6,2012,injured,TAS,-43.516666666666666,146.23333333333332,coastal,5.3,unprovoked,1,boarding,['boarding'],bumped board,['leg'],abrasion,M,Unknown,Unknown,915.0,media outlet,white shark (Carcharodon carcharias)
940,6,2012,uninjured,WA,-31.783333333333335,115.71666666666667,coastal,3.5,unprovoked,1,boating,['Nearby dolphins'],bit kayak,['uninjured'],Unknown,M,61.0,Unknown,705.0,media outlet,white shark (Carcharodon carcharias)
"941,7,2012,injured,SA,-32.766666666666666,134.2,coastal,Unknown,unprovoked,1,boarding,['boarding'],bit arm & board while resting,""['arm', 'shoulder']"",major lacerations,M,47.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
942,7,2012,fatal,WA,-30.833333333333332,115.26666666666667,coastal,3.6,unprovoked,1,boarding,[],bit victim in half,['unrecovered_body'],Unknown,M,24.0,Unknown,900.0,media outlet,white shark (Carcharodon carcharias)
943,8,2012,injured,WA,-24.383333333333333,113.38333333333334,coastal,3.5,unprovoked,1,boarding,['boarding'],bit victim on torso,['torso'],major lacerations,M,34.0,hit at shark,1525.0,media outlet,tiger shark (Galeocerdo cuvier)
944,10,2012,uninjured,WA,-31.766666666666666,115.71666666666667,coastal,1.25,unprovoked,1,boarding,['boarding'],bit fipper,['uninjured'],Unknown,M,11.0,Unknown,1230.0,media outlet,white shark (Carcharodon carcharias)
"945,12,2012,injured,NSW,-31.733333333333334,152.78333333333333,coastal,3.0,unprovoked,1,boarding,""['boarding', 'Nearby dolphins']"",bit thigh while sitting on board,['thigh'],major lacerations,M,29.0,hit shark on head,1045.0,media outlet,bull shark (Carcharhinus leucas)"
"946,12,2012,injured,NSW,-30.866666666666667,153.03333333333333,deep_coast,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bumped victim,['leg'],minor lacerations,M,31.0,Unknown,1630.0,media outlet,grey nurse shark (Carcharius taurus)"
947,12,2012,uninjured,NSW,-33.75,151.3,coastal,2.5,unprovoked,1,boarding,['boarding'],bit board while riding it on a wave,['uninjured'],Unknown,M,Unknown,Unknown,1245.0,media outlet,white shark (Carcharodon carcharias)
"948,1,2013,injured,WA,-20.35,116.81666666666666,island,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit leg,['leg'],minor lacerations,M,Unknown,Unknown,1000.0,ASAF questionnaire,whaler shark (Carcharhinidae)"
"949,1,2013,injured,QLD,-26.366666666666667,153.08333333333334,coastal,Unknown,unprovoked,1,boarding,[],bit surfboard,""['shoulder', 'torso']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"950,3,2013,injured,WA,-28.8,114.6,coastal,2.5,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit speared fish,""['arm', 'hand']"",minor lacerations,M,28.0,jaded shark with speargun,900.0,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
951,4,2013,injured,NSW,-29.466666666666665,153.35,coastal,Unknown,provoked,1,swimming,[],bit leg - left,['leg'],other: teeth marks,F,Unknown,Unknown,Unknown,ASAF questionnaire,wobbegong (Orectolobidae)
952,5,2013,uninjured,WA,-32.4,115.73333333333333,coastal,Unknown,unprovoked,1,boarding,['boarding'],bit surfboard,['uninjured'],Unknown,M,Unknown,Unknown,1700.0,media outlet,white shark (Carcharodon carcharias)
953,5,2013,injured,NSW,-28.633333333333333,153.6,coastal,1.0,provoked,1,swimming,[],bit foot,['foot'],other: teeth marks,M,65.0,Unknown,610.0,media outlet,wobbegong (Orectolobidae)
954,6,2013,uninjured,NSW,-35.06666666666667,150.78333333333333,coastal,1.8,unprovoked,1,boarding,['boarding'],bit surfboard,['uninjured'],Unknown,M,Unknown,Unknown,1600.0,media outlet,white shark (Carcharodon carcharias)
"955,7,2013,injured,VIC,-38.46666666666667,145.01666666666668,coastal,1.7,unprovoked,1,swimming,['boarding'],bit victim on back,""['arm', 'hand']"",minor lacerations,M,29.0,pushed shark off,530.0,government report,white shark (Carcharodon carcharias)"
956,10,2013,injured,NSW,-33.71666666666667,151.3,coastal,Unknown,provoked,1,boarding,[],bit foot,['foot'],minor lacerations,M,Unknown,Unknown,1815.0,media outlet,wobbegong (Orectolobidae)
957,10,2013,injured,WA,-21.95,114.11666666666666,coastal,Unknown,unprovoked,1,snorkeling,[],bit victim on arm,['arm'],minor lacerations,F,Unknown,Unknown,Unknown,media outlet,grey reef shark (Carcharhinus amblyrhynchos)
"958,10,2013,injured,WA,-33.95,123.91666666666667,ocean,5.0,provoked,1,diving,['catch'],bit victim on shoulder & head,""['shoulder', 'head']"",major lacerations,M,55.0,Unknown,1030.0,media outlet,white shark (Carcharodon carcharias)"
"959,11,2013,fatal,NSW,-30.266666666666666,153.13333333333333,coastal,3.0,unprovoked,1,boarding,""['boarding', 'baitfish', 'Nearby dolphins', 'Nearby  fish']"",bit victim on legs,['leg'],major lacerations,M,19.0,Unknown,1230.0,media outlet,tiger shark (Galeocerdo cuvier)"
"960,11,2013,fatal,WA,-33.85,114.96666666666667,coastal,3.0,unprovoked,1,boarding,""['boarding', 'Nearby whale/s']"",""bit victim on arms, torso, legs"",""['arm', 'torso', 'leg']"",major lacerations,M,35.0,Unknown,900.0,media outlet,white shark (Carcharodon carcharias)"
961,12,2013,injured,QLD,-28.1,153.46666666666667,coastal,1.5,unprovoked,1,diving,['Nearby shark/s'],bit victim on leg,['leg'],surface wound,F,33.0,Unknown,1230.0,other questionnaire (ISAF),wobbegong (Orectolobidae)
962,12,2013,injured,NSW,-31.45,152.91666666666666,coastal,1.7,unprovoked,1,boarding,[],bit victim on leg,['leg'],minor lacerations,M,26.0,Unknown,1815.0,media outlet,wobbegong (Orectolobidae)
"963,2,2014,fatal,SA,-35.13333333333333,137.7,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on torso,['unrecovered_body'],Unknown,M,28.0,Unknown,1200.0,media outlet,white shark (Carcharodon carcharias)"
"964,2,2014,uninjured,WA,-32.0,115.55,coastal,4.0,provoked,1,spearfishing,""['fishing', 'baitfish', 'cleaning']"",circled victim,['uninjured'],Unknown,M,70.0,speared shark,1345.0,ASAF questionnaire,white shark (Carcharodon carcharias)"
965,3,2014,uninjured,VIC,-38.36666666666667,144.26666666666668,island,1.4,unprovoked,1,boarding,['boarding'],bumped victim & board,['uninjured'],Unknown,M,42.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
966,3,2014,injured,NSW,-31.466666666666665,152.91666666666666,coastal,1.8,provoked,1,swimming,['baitfish'],bit foot,['foot'],minor lacerations,M,40.0,hit shark with fist,1800.0,media outlet,wobbegong (Orectolobidae)
"967,4,2014,fatal,NSW,-36.71666666666667,149.98333333333332,coastal,3.5,unprovoked,1,swimming,""['swimming', 'baitfish', 'baiting']"",bit victim multiple times,['unrecovered_body'],Unknown,F,63.0,Unknown,820.0,media outlet,white shark (Carcharodon carcharias)"
"968,4,2014,injured,WA,-23.133333333333333,113.75,ocean,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on hand,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,1500.0,media outlet,whaler shark (Carcharhinidae)"
969,5,2014,uninjured,SA,-33.63333333333333,134.86666666666667,coastal,4.6,unprovoked,1,boarding,['boarding'],bumped victim off board,['uninjured'],Unknown,M,35.0,Unknown,930.0,media outlet,white shark (Carcharodon carcharias)
970,5,2014,injured,QLD,-27.983333333333334,153.41666666666666,river,1.3,unprovoked,1,swimming,[],bit victim on thigh,['thigh'],major lacerations,F,29.0,Unknown,2130.0,media outlet,bull shark (Carcharhinus leucas)
971,6,2014,injured,SA,-35.6308708317242,138.46666666666667,coastal,1.5,unprovoked,1,boarding,['baitfish'],bit victim on torso,['torso'],minor lacerations,M,39.0,stayed on body board,945.0,media outlet,white shark (Carcharodon carcharias)
972,6,2014,injured,NSW,-34.833333333333336,150.75,coastal,Unknown,provoked,1,boarding,['boarding'],bit victim on foot,['foot'],minor lacerations,M,Unknown,got back onto surf board,700.0,media outlet,wobbegong (Orectolobidae)
"973,6,2014,injured,SA,-35.5,138.71666666666667,coastal,2.8,unprovoked,1,boarding,""['boarding', 'Nearby shark/s']"",bit victim on leg,['leg'],minor lacerations,M,15.0,hit shark on head with body board,1700.0,media outlet,white shark (Carcharodon carcharias)"
"974,6,2014,injured,SA,-35.5,138.71666666666667,coastal,2.8,unprovoked,1,boarding,""['boarding', 'Nearby shark/s']"",bit board,[],minor lacerations,M,Unknown,hit shark on head with first,1700.0,media outlet,white shark (Carcharodon carcharias)"
"975,8,2014,injured,WA,-23.783333333333335,113.5,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on face,['head'],major lacerations,M,31.0,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
976,9,2014,fatal,NSW,-28.633333333333333,153.6,coastal,3.7,unprovoked,1,snorkeling,[],bit victim on leg,['thigh'],major lacerations,M,50.0,Unknown,1030.0,media outlet,white shark (Carcharodon carcharias)
"977,9,2014,injured,NSW,-31.416666666666668,152.91666666666666,coastal,Unknown,unprovoked,1,swimming,[],bit victim on finger,""['arm', 'hand']"",minor lacerations,F,13.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
"978,10,2014,injured,NSW,-33.45,151.43333333333334,coastal,1.0,provoked,1,boarding,""['boarding', 'baitfish']"",bit victim on foot,['foot'],minor lacerations,F,13.0,Unknown,630.0,media outlet,wobbegong (Orectolobidae)"
979,10,2014,injured,NSW,-31.983333333333334,152.56666666666666,coastal,Unknown,provoked,1,boarding,[],bit victim on foot,['foot'],minor lacerations,M,20.0,Unknown,1800.0,media outlet,wobbegong (Orectolobidae)
"980,10,2014,injured,WA,-33.833333333333336,121.91666666666667,coastal,3.5,unprovoked,1,boarding,['boarding'],bit victims board,""['arm', 'leg']"",major lacerations,M,23.0,held board as a barrier before hands bitten,1100.0,media outlet,white shark (Carcharodon carcharias)"
981,11,2014,injured,NSW,-30.2,159.15,coastal,Unknown,provoked,1,swimming,[],bit victim on foot,['foot'],punctures,M,Unknown,Unknown,630.0,media outlet,wobbegong (Orectolobidae)
982,11,2014,injured,NSW,-35.733333333333334,150.2,coastal,1.0,provoked,1,snorkeling,['catch'],bit victim on leg,['thigh'],other: teeth marks,M,Unknown,Unknown,Unknown,government report,wobbegong (Orectolobidae)
983,11,2014,injured,NSW,-33.75,151.3,coastal,1.0,unprovoked,1,swimming,[],bit victim on leg,['thigh'],punctures,F,Unknown,Unknown,530.0,Unknown,wobbegong (Orectolobidae)
"984,11,2014,injured,WA,-32.6,115.61666666666666,coastal,2.25,unprovoked,1,boarding,""['boarding', 'baitfish', 'fishfeeding']"",bumped board,['leg'],other: teeth marks,M,13.0,Unknown,625.0,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
985,12,2014,injured,NSW,-35.1338,150.686,coastal,Unknown,unprovoked,1,boarding,['baitfish'],bit victim on left leg,['leg'],minor lacerations,M,Unknown,kicked at shark,715.0,other questionnaire (DPI),Unknown
"986,12,2014,fatal,WA,-34.88003124,118.404958,coastal,5.0,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on leg,['leg'],major lacerations,M,17.0,Unknown,1220.0,media outlet,white shark (Carcharodon carcharias)"
"987,12,2014,fatal,QLD,-16.2,145.75,island,3.3,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on thigh & arm,""['arm', 'leg']"",major lacerations,M,18.0,Unknown,1100.0,media outlet,tiger shark (Galeocerdo cuvier)"
988,1,2015,uninjured,NSW,-28.633333333333333,153.61666666666667,coastal,Unknown,unprovoked,1,boarding,['Nearby dolphins'],bit surfboard which broke in half,['uninjured'],Unknown,F,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
989,1,2015,injured,NSW,-32.68333333333333,152.03333333333333,coastal,Unknown,provoked,1,standing,[],bit victim on foot,['foot'],minor lacerations,M,Unknown,pulled himself into the dinghy and shook the shark off,1700.0,government report,wobbegong (Orectolobidae)
990,1,2015,uninjured,QLD,-27.633333333333333,153.45,river,1.3,unprovoked,1,boating,[],bit hull,['uninjured'],Unknown,M,57.0,Unknown,500.0,media outlet,bull shark (Carcharhinus leucas)
"991,1,2015,uninjured,NSW,-28.833333333333332,153.6,coastal,Unknown,unprovoked,1,boarding,""['boarding', 'Nearby dolphins']"",bumped surfboard,['uninjured'],Unknown,M,36.0,Unknown,1100.0,media outlet,white shark (Carcharodon carcharias)"
"992,1,2015,injured,NSW,-35.333333333333336,150.46666666666667,coastal,2.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit vitims hand & speargun,['hand'],minor lacerations,M,17.0,fended off shark with speargun,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"993,2,2015,injured,NSW,-28.883333333333333,153.56666666666666,coastal,Unknown,unprovoked,1,boarding,['Nearby dolphins'],bit victim on board,""['torso', 'pelvic region']"",major lacerations,M,35.0,Unknown,600.0,media outlet,white shark (Carcharodon carcharias)"
994,2,2015,fatal,NSW,-28.85,153.58333333333334,coastal,3.5,unprovoked,1,boarding,['boarding'],bit victim on board,['leg'],major lacerations,M,41.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
995,2,2015,injured,NSW,-32.95,151.75,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"996,3,2015,injured,NSW,-31.516666666666666,159.05,deep_coast,1.25,provoked,1,swimming,""['baitfish', 'fishfeeding']"",bit victim on leg,['leg'],minor lacerations,F,43.0,Unknown,1200.0,government report,galapagos shark (Carcharhinus galapagensis)"
"997,4,2015,injured,NSW,-31.516666666666666,159.05,coastal,1.5,provoked,1,swimming,""['baitfish', 'baiting']"",bit victim on leg,['leg'],minor lacerations,M,8.0,Unknown,1630.0,government report,galapagos shark (Carcharhinus galapagensis)"
998,4,2015,injured,NSW,-35.8,150.21666666666667,coastal,Unknown,provoked,1,boarding,[],bit victim on ankle,['foot'],minor lacerations,M,Unknown,Unknown,630.0,government report,wobbegong (Orectolobidae)
999,4,2015,injured,SA,-34.86666666666667,135.76666666666668,coastal,6.0,unprovoked,1,boarding,['boarding'],bit victim on leg,['leg'],major lacerations,M,26.0,Unknown,945.0,media outlet,white shark (Carcharodon carcharias)
"1000,5,2015,injured,NSW,-32.016666666666666,152.53333333333333,coastal,Unknown,unprovoked,1,boarding,['boarding'],bit victim on arm,""['arm', 'hand']"",major lacerations,M,46.0,hit shark with right hand,1430.0,media outlet,white shark (Carcharodon carcharias)"
"1001,6,2015,injured,WA,-35.016666666666666,117.33333333333333,coastal,Unknown,unprovoked,1,boarding,""['boarding', 'Nearby dolphins']"",bit surfboard,""['hand', 'head']"",surface wound,F,37.0,Unknown,930.0,media outlet,white shark (Carcharodon carcharias)"
1002,6,2015,injured,WA,-31.983333333333334,115.53333333333333,island,1.0,provoked,1,swimming,[],bit victim on arm,['arm'],minor lacerations,M,19.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
1003,6,2015,uninjured,NSW,-28.633333333333333,153.6,coastal,3.0,unprovoked,1,boarding,['Nearby dolphins'],bit surf ski,['uninjured'],Unknown,M,71.0,Unknown,1115.0,government report,white shark (Carcharodon carcharias)
"1004,6,2015,injured,NSW,-35.65,150.28333333333333,coastal,3.0,provoked,1,spearfishing,""['boarding', 'fishing', 'spearfishing', 'baitfish']"",bit victim on flipper / foot,['foot'],minor lacerations,M,21.0,Unknown,1700.0,government report,tiger shark (Galeocerdo cuvier)"
1005,7,2015,uninjured,QLD,-28.1,153.465,coastal,2.0,unprovoked,1,boarding,['boarding'],bit surf ski - rear,['uninjured'],Unknown,M,Unknown,Unknown,1000.0,media outlet,white shark (Carcharodon carcharias)
"1006,7,2015,fatal,TAS,-42.63333333333333,147.98333333333332,coastal,4.3,provoked,1,diving,['catch'],bit victim on torso,""['torso', 'pelvic region']"",major lacerations,M,47.0,Unknown,800.0,media outlet,white shark (Carcharodon carcharias)"
1007,7,2015,uninjured,TAS,-42.63333333333333,147.98333333333332,deep_coast,4.3,provoked,1,diving,['catch'],bumped victim,['uninjured'],Unknown,M,Unknown,Unknown,800.0,media outlet,white shark (Carcharodon carcharias)
"1008,7,2015,injured,NSW,-29.1,153.43333333333334,coastal,3.0,unprovoked,1,boarding,[],""bit surfboard, leg & hand"",""['hand', 'leg']"",major lacerations,M,51.0,Unknown,600.0,media outlet,white shark (Carcharodon carcharias)"
"1009,7,2015,uninjured,NSW,-28.783333333333335,153.58333333333334,coastal,Unknown,unprovoked,1,boarding,""['Dead whale', 'Nearby schooling fish', 'Nearby  dolphin']"",bit surfboard,['uninjured'],Unknown,M,51.0,Unknown,900.0,media outlet,white shark (Carcharodon carcharias)"
"1010,7,2015,injured,NSW,-29.433333333333334,153.36666666666667,coastal,Unknown,unprovoked,1,boarding,['boarding'],bit surfboard & hand,""['arm', 'hand']"",major lacerations,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
"1011,7,2015,injured,VIC,-38.25,141.78333333333333,coastal,1.8,unprovoked,1,boarding,""['baitfish', 'Nearby pinniped/s']"",bit rear of surfboard,""['arm', 'hand']"",minor lacerations,M,40.0,punched shark several times,Unknown,media outlet,white shark (Carcharodon carcharias)"
"1012,7,2015,injured,NSW,-28.866666666666667,153.58333333333334,coastal,3.5,unprovoked,1,boarding,""['boarding', 'Dead whale', 'Nearby schooling fish', 'Nearby  dolphin']"",bit victim on legs,['leg'],major lacerations,M,32.0,Unknown,1015.0,media outlet,white shark (Carcharodon carcharias)"
1013,8,2015,injured,NSW,-31.466666666666665,152.91666666666666,coastal,2.7,unprovoked,1,boarding,['boarding'],bit board & surfer,['thigh'],major lacerations,M,38.0,pushed shark & stuck finger in the eye ,1700.0,media outlet,white shark (Carcharodon carcharias)
1014,8,2015,uninjured,QLD,-18.833333333333332,147.63333333333333,island,Unknown,unprovoked,1,boarding,[],bit backpak,['uninjured'],Unknown,F,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"1015,9,2015,injured,NSW,-33.05,152.53333333333333,coastal,2.0,unprovoked,1,boarding,""['baitfish', 'Nearby pinniped/s']"",bit board & injured hand ,""['arm', 'hand']"",minor lacerations,M,42.0,Unknown,615.0,media outlet,unknown (Unknown)"
1016,9,2015,injured,NSW,-32.06666666666667,152.53333333333333,coastal,2.5,unprovoked,1,boarding,['Nearby dolphins'],bit victims foot ankle,['foot'],major lacerations,M,65.0,Unknown,1200.0,media outlet,white shark (Carcharodon carcharias)
1017,9,2015,injured,QLD,-17.216666666666665,146.08333333333334,island,0.9,unprovoked,1,snorkeling,[],bit victim on leg,['leg'],major lacerations,F,7.0,Unknown,Unknown,media outlet,Unknown
"1018,10,2015,injured,WA,-34.88003124,118.404958,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",""bit victim on right side, including stomach and arm. shook vigourously and released. "",""['arm', 'hand', 'shoulder', 'torso']"",minor lacerations,M,50.0,Unknown,1130.0,media outlet,white shark (Carcharodon carcharias)"
"1019,10,2015,injured,WA,-32.6,115.61666666666666,coastal,Unknown,unprovoked,1,boarding,""['baitfish', 'Nearby dolphins']"",bit victim on foot,['foot'],minor lacerations,M,18.0,Unknown,1650.0,media outlet,grey nurse shark (Carcharius taurus)"
1020,11,2015,injured,NSW,-28.866666666666667,153.58333333333334,coastal,2.95,unprovoked,1,boarding,['baitfish'],bit board & victim,['thigh'],major lacerations,M,Unknown,Unknown,1815.0,media outlet,bull shark (Carcharhinus leucas)
1021,1,2016,injured,QLD,-26.8,153.13333333333333,coastal,1.2,provoked,1,boarding,[],bit foot,['foot'],major lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
1022,1,2016,injured,QLD,-23.433333333333334,151.9,island,Unknown,unprovoked,1,swimming,[],bit leg,['calf'],major lacerations,M,11.0,Unknown,Unknown,media outlet,blacktip reef shark (Carcharhinus melanopterus)
"1023,1,2016,injured,QLD,-23.15,150.9,coastal,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit arms & leg,""['arm', 'leg']"",major lacerations,M,31.0,punched shark several times,1200.0,media outlet,tiger shark (Galeocerdo cuvier)"
1024,2,2016,uninjured,NSW,-34.0,151.65,island,2.6,unprovoked,1,boarding,[],bit sailboard,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,government report,white shark (Carcharodon carcharias)
"1025,2,2016,injured,NSW,-23.566666666666666,151.31666666666666,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit arm,['arm'],minor lacerations,M,Unknown,Unknown,Unknown,government report,wobbegong (Orectolobidae)"
